tweet,label
@user Bw. Governor unakuja ikolomani lini I have your vote already I want to hear your manifesto eye to eye too,NEUTRAL
"Chad@user  pizzahmwitu Sad state of affairs. And come August these same people will vote along tribal lines instead of voting for people with better ideologies.
Sometimes we re our own enemy.",FACT
@user  M Mwendi  nevz isaboke Lakini @user also said people should vote for President they want and that he wasn’t serious when endorsing Baba what do we call that,FACT
Embakasi east kunaenda aje - Babu had to beg @user to ask all kambas vote for him,FAKE
My brother Ahmed Siyad kiongozi bora anaejali watu wake kwa usawa wote na ndiye atakaye badilisha soko la kongowea kwa muonekano wa maendeleo si mwengine hapo tarehe 9/8/2022 vote for CEO watu kongowea hamutajuta uongozi wake kwani ni maendeleo kwenda mbele. https://t.co/YXYjQCNXaV,NEUTRAL
"Mvita 1
Shallo 1
9/8/2022 vote for Hon Omar Shallo Kazi Kwanza Iendelee @user",NEUTRAL
@user You have my vote mheshimiwa @user,FAKE
Let s vote for the last time and we end this war. SI MIMI NI SISI. @seer,NEUTRAL
"Here comes the electioneering year it s the responsibility of every Kenyan citizen to vote for their leaders of choice.Kura yako ndio sauti yako
CivilRights
kurayako2022
KuraYakoSautiYako2022
Voting inspires change https://t.co/C1OLQoZiwj https://t.co/Q1FsNM917G",FACT
"OwichBrio - Shambolic Nominations like Nandi Hills Constituency
- Fear of Violence - Voter Apathy - Lack of Civic Education on why we should vote UmechukuaEldoret",FACT
@user @user @user Awa watu wa pesa know how to buy parties. Alai bought same ticket to vie as an MP and failed. I lost my vote today but I hope he wins it in the main elections. Another reason I know voting doesn t work in Kenya.,FACT
@user Imagine umepanga line for 2 hours to vote kisha midway unaambiwa it not valid anymore,FACT
"So @user has decided to throw Tim @user under the bus in the Nairobi Gubernatorial race Am very disappointed.
Enyewe hapo Baba hajafanya poa . Most supporters of @user will now vote for @user en masse as a protest vote .",FACT
Migrating Voters Naona sasa wametoka Homabay kupigia Kidero as an independent candidate wako Nairobi to vote for @user,FAKE
Former Kiss100 presenter Felix Oduor alias Jalas casts his vote in Ngei Primary Mugumoini Ward within Langata constituency optimistic to clinch the ODM ticket ODM Nominations Mtaani,FACT
EACC Kenya Stupid post.. EACCKenya and IEBC Kenya and the Kenya Judiciary CLEAR aspirants. Not voters. Voters vote people your office has CLEARED Kama kazi imewashinda let s disband EACC,FACT
"Pls as they have tried to impose @user on us let them not do the same to WESTLANDS CONSTITUENCY. We appeal to our supporters to take that money but vote for the right candidate Hon Philip Kisia. kulapesa votewisely
Ngatia
Tim @user",NEUTRAL
If you don t vote wewe ni bure kabisa‼ AndrewKibe,NEUTRAL
@user be our governor Wakikata join DAP then will vote for you,NEUTRAL
To all my friends in Kileleshwa today is the day Vote for @user he will transform Kileleshwa and help Baba in Nairobi County,NEUTRAL
The ODM party people are already at the station and voting materials yet to be supplied we are ready to vote @user Its 8:42 Ifikie @user we want to vote,FACT
In Kibra Westlands and Langata constituencies today . Your next 5 years is kinda pegged on the decision you make today. Vote wisely ndugus,FACT
Our vote ndio silaha yetu na tutaitumia vile inafaa mamaa @user we stand firm for change and together we shall deliver victory and change that we want,FACT
"Bonchari is safe
Mbunge ni @user @user Rais ni wiliam @user Chama ni UDA
Alama ni Wheelbarrow
Fom ni bottom up
@user @user",NEUTRAL
"The long awaited day is here... We humbly request for your vote.. NOMINATE KISIA WESTLANDS FOR WESTLANDS MP....... IT CAN ONLY GET BETTER
KISIAFORWESTLANDS
INAWEZEKANA
KUMEPAMBAZUKA
Orange Army
ODM decides",NEUTRAL
Give Faith a Chance. Vote for him if you have the chance. These other PRs is part of the campaign strategy. Are you voting in Westlands Mpigie Kura @user halafu tungoje,NEUTRAL
My friends @user @user @user @user sisi tunataka @user mkituletea @user huyu @user @user @user atawaosha asubuhi na mapema. Kwa sababu hatutaki kupiga kura mara mbili. Ati we vote on August 9 then aresign tu vote tena,NEUTRAL
@user Should aggrieved families mteshi and lang ata primary parents vote for @user,NEUTRAL
@user Priss Tokelezea tu Heri Nikudunge CHASER On behalf of this One vote of yours.,NEUTRAL
The congregation is truly indebted for your kind deeds. Here comes elections day but no single vote for Mheshmiwa from this area. The congregants the clergy have all abandoned him by the river bank.. They all lied to him in the name of the Lord,NEUTRAL
@user Unfortunately in Kenya we don t vote because of key agendas we vote mtu wetu and that s a fact,FACT
@user Your one vote will count. Now umepangwa,FACT
Focus buana keep in mind you are getting nothing in Tangatanga without 70percent of Luhya vote,NEUTRAL
@user @user @user msimpigie mganga so his supporters will remain in dillema and most of them will vote for @user and kenya kwanza coz of alfred mutua muthama na Jonathan mueke,FAKE
@user Eeeh hiyo ni taarifa ya kustaajabisha dunia that how will sleepy old man win election na karau mwenye mwalimu Dida alimshindaga...We can t deny that in portland to be reported lakini ujue sisi ndio the real BBC from kenya who will vote for Kenya kwanza and send mganga to bondo,NEUTRAL
@user my party leader is the real deal in this team. It s for that reason that I will vote for Azimio not because of @user but for @user . She represents the face of anti-corruption integrity and Governance. Raundi hii hakuna ufisadi Kenya. KEMSA millionaire torokeni https://t.co/yk1Uppuhg3,NEUTRAL
Every Kenyan who loves our Country wants One United Kenya hates tribalism and corruption will vote for Baba and Mama Time to Liberate Kenya,NEUTRAL
@user Kiongozi I like your honesty with information.We give credit where is deserved.Were competitors not enemies Unfortunately if I WOULD BE a voter in Westlands I would have vote for TIM @user .BUT IN VOTING IN BABA IN NAKURU COUNTY THIS AUGUST.,NEUTRAL
Kenya s Fifth. We are ready for transformative leadership. Baba the 5th President of the Republic of Kenya. Vote Baba vote for change BabaNa@user @user @user @user,NEUTRAL
Tano fresh na king of Hustler good or bad the best option vote for @user,NEUTRAL
@user @user @user Bossi just vote wisely all this noise Wachana nazo,FACT
@user Jilted I too can t vote for Baba but you re in the wrong Gang bwanaa,NEUTRAL
As a Father to a girl I shall vote @user @user and @user @user to demonstrate to my daughter that she does not have to twerk to get to the top. INTEGRITY PAYS. Team BABA na MAMA,NEUTRAL
"STILL VERY TIGHT TUAMUE HIZI FARASI...
If elections were held today who would you vote in as THIKA TOWN MP VOTE NOW via this link VOTE IS SECRET and CONFIDENCIAL",FAKE
Now we wait for August to vote for Baba na Mama,NEUTRAL
ItsOngoma Haha comrade..big lie. Nko ground na Mambo ni ngumu..no vote for Azimio in ukambani..,NEUTRAL
They made Kithure @user quit politics bana...that is not your President bana VOTE WISELY,FAKE
@user @user @user I always speak about my 1 Vote those who speak of Kamba Votes should tell us nani amebebea wakamba Kura Zao yangu iko kwa Mfuko. Ni hayo tuu kwa sasa.,NEUTRAL
@user @user @user What baba has done for the women folk of Kenya goes down to Kenyan history. Baba that was a great honor for appointing Hon @user @user as your running mate. We shall vote for you Mr 5th President,NEUTRAL
@user @user @user I halfed The vote @user well this can be a possibility. @user I had told wasee base yetu ya Jaba big up Kamae Veve Gen shop Kahawa west kwa @user . @user kuingia Azimio niliwashow Rao na @user dio fom. The5th Mbele tu naona success. Inawezekana,NEUTRAL
Women from all walks of life and from all corners of kenya will vote for baba @user stop with this limited mindset of sijui kiri@user  hawamtaki,NEUTRAL
@user @user Yule mmoja Even if I wanted to vote for @user not that I wanted to kura yangu haoni tena.,NEUTRAL
I will work hard to deliver 50percent Mt Kenya votes and 70percent youth vote to the Candidature of President @user @user and Andrew Sunkuli. @userthe fifth HakikaTutaweza,NEUTRAL
@user Let @user eat his own Kiburi evun his people will vote for Baba. He s done with a D.,NEUTRAL
@user @user @user ako na vote ngapi,NEUTRAL
Women if you don t vote @user msikuje kulia Hapa tena,NEUTRAL
UDA Mli chagua mwizi DP hapo Mme choma sana Najua aliliipia hio candidacy . so mtafte tu strategy sasa tafteni “hustler” an unknown guy and sell that coz RAO will milk the female vote mbaya and that’s politics in a nutshell,NEUTRAL
@user going it alone hence denying @user the 2M kamba vote technically knocks out baba from this race Swear in @user Right away,FAKE
The contest is between mama na baba @user SC Iron lady @user and two thieves @user @user and @user @user . Kenyans vote wisely Mwamko Mpya in Kenya today History has been made @user sRunningMate,NEUTRAL
all in all... guys on the 9th of August go vote for your MCA and MP. They are the only people accessible by Mwananchi.,FAKE
Wamama this is the time we vote in plenty to support dp @user,NEUTRAL
i will vote at 6am.Baba the 5th,NEUTRAL
Wanaenda Airport Mogadishu they vote then come to Nairobi to celebrate.,NEUTRAL
@user Unapigianga women rep akuprepresent wapi Tumia akili. No position is mandatory to vote. 2013 and 2017 I voted in Kiambu county yet I don t even know their women rep or MP for Juja.,NEUTRAL
We vote in wale wanaweza kutusaidia and not based on region nor gender,NEUTRAL
Ombogo mbuya at Suneka catholic parish yesterday vote Senator @user @user Chama ni jubilee Alama ni Kisii Kenya,NEUTRAL
@user The Udaku MPs had a different opinion when they voted on the popular vote in Karen @user would still have become a mobilizer in anyway but his greed in power threats and pride left @user mashamba with no alternative.,NEUTRAL
Who will you vote for as the next Nairobi Governor @user @user KanairoSiYaKibaraka Hatutaki @user,NEUTRAL
@user where @user @user is deputy president does not belong to me have to think of my vote wisely. kenya ni yetu Sisi sote Sio tu Wachache wale,NEUTRAL
MoseWetangula @userS ays a person who can t mobilize people in his neighbourhood to vote for Kenya kwisha,FAKE
I will vote on 9th August 2022 I will vote @user MP Kibra @user . The ODM party kibra wakule kiburi yao. Mtoto wa Kibra. Made in Kibra,NEUTRAL
@user @user Kwanza you were rejected by voters on whose behalf are you expressing if you couldn t convince them to vote for you,NEUTRAL
@user Don t eat panadol for their headache. This is the promise land ticket. Vote ndani ndani,NEUTRAL
@user WaLuhya sorry Little Drummer Boy huendaga ocha kukiwa na public holiday kidogo unaniambia they dont go to vote.,NEUTRAL
Willy kutucheza nayo I got now he is saying one man and vote one shilling was the hustlers idea that is sweet but until he made sure the BBI went down in the drain.,FAKE
@user It is good for GOD TO BLESS KENYANS NOT TO ELECT THE SERVANTS OF SATAN agents UDA .VOTE FOR BABA IS FOR DEVELOPMENT,NEUTRAL
@user @user ni kigeugeu ako na tamaa tu ya kuwa DP that s why he is not even campaigning for @user but giving threats and silly demands..look at @user @user That woman is the best and 2027 we will vote for her as the 6th president of the republic of Kenya,NEUTRAL
@user Akichagua @user I will vote for him and my entire constituency...I don t really trust @user but with @user it s 100plus percent trust,NEUTRAL
"Who will you vote for as the next president between Bana and @user Baba
@user MlimaKapangwa Willy Katucheza
Sentro Sidelined",NEUTRAL
People are so worked up in the comments section. Your insults has been well received. Anyway Mandera County deserves better. Vote for Hassan Noor Hassan of The ODM party as Governor and change the fortunes of your county MbelePamoja,NEUTRAL
@user @user is not a connman kama mtu yako. Connmanship is a game of Odm and kuzimia not hustlers. No amount of lies will change people quest to vote @user @user the 5th,FAKE
I m going to support and vote for Dr. @user @user no matter who he picks for his running mate. But I d be a heck of a lot happier if he picked youthful MP @user or a Woman. Who s with me Good luck to Sen. @user @user @user and Mama @user as well.,NEUTRAL
@user Hon @user najua inauma kwamba you our dinned a UDA certificate wakati wewe ndio umeipigania chama kwa damu na jasho.but you wot I like hukukimbia still umerudi home but unajua grund hao ndio wadosi independent still we shall vote you,NEUTRAL
"better place let s vote 6piece Uda Mombasa to bring the real change 001. @user @user @user @user MbokaNiMboka AshurNiMboka MbokaKwanzaIendelee
kenya kwanza
WimbiLaMageuzi001",NEUTRAL
@user @user @user Don t vote if one of this ladies is going to be appointed as deputy conwoman chana jaba ungonjee matokeo.,FAKE
Nothing worth a million words here... Tell your leaders to provide enough desks for efficient learning and comfortability .. Wacha ujinga. You people glorify suffering a lot... Change or perish.. Vote wisely.,NEUTRAL
Kenyans @user bro so ndo kupewa after umelialia apo .uwache umama wa kujiita mtoto sijui wa nani..kuwa mwanaume we will vote for you we want an aggressive leader sio mtu wa kulialia apa,NEUTRAL
In 2013 if they told you let is our vote for @user to punish @user ati amesumbua @user sana in their grand coalition arrangement and you voted that is ok. Right now they are telling you to vote for @user to punish @user as a voter when will you be voting for our own interests,NEUTRAL
Mi naona @user anatupima ...vote for him at your peril,NEUTRAL
"Nairobi tumeamua ni independent candidate na we are ready to vote Agnes Kagure. Unarepresent mtaa gani from Eastlando na MamaNaMaendeleo 1. Kayole
2. Pipeline
3. Donholm
4. Umoja",FAKE
When you empower one woman you have empowered the whole Community. Nairobi County is about to empower Agnes Kagure nayeye ndio MamaNaMaendeleo Are you going to vote for her,NEUTRAL
Who will you vote for between @user @user and @user @user as the next president @user Katucheza,NEUTRAL
@user baba the 5th my vote asubui na mapema baba ndani,NEUTRAL
His excellency @user @user campaigned against BBI took BBI to court danced to its fall n now wants to bring it back through back door yaani sisi wakenya tutabebwa ufala hadi lini It s time to make it right n vote such elements out bila huruma..vote wisely wadau,NEUTRAL
@user Boss when it comes to actual value of votes it boils down to those who actually vote. Their totals becomes the baseline for calculating percentages. In your numbers above Kingi caught 82percent of the votes cast. Tumia akili.,FACT
@user That thief will make us perish. Vote Baba,FAKE
@user @user Count my vote Mr papa wa roma.,NEUTRAL
ilikuaje @user kaitikia such an agreement 70percent of presidential vote lol @user ...@user Hatari,NEUTRAL
@user Boos si ulisema vote jko kwa watu not opinion Nini inauma wakili....,NEUTRAL
@user Did you vote tano tena Wacha feelings,NEUTRAL
@user wamekubali mbunge ni wakili @user @user @user,NEUTRAL
@user So bro you want to be bullied here just let them talk loud as if they are the one going to vote.@user ask @user if he s avoter in nairobi.let him not stress you bana,NEUTRAL
@user junior Imagine your father only dances with power but he is one of the richest billionaires in kenya.. Na akiingia je.. So we know what politics does here in African continent.. We will never vote @user ... Good luck they are in same basket ase the loyal family for sixty years.. Safari,NEUTRAL
@user @user @user We are ready to vote for you but asking @user to consider you... nashangaa,NEUTRAL
@user Azimio as structured has two faces. One is virtual azimio n the other is actual kuzima. Go to vote with ur brain endowed with reality.,NEUTRAL
@user @user @user Hapo Kwa Nyanza @user haezipata 0 am from Nyanza and I ll vote him..and confirmed tuko wengi Kwa @user,NEUTRAL
"Assmio supporters will not vote in masses because
1.They are counting on the system to steal votes for them.
2.Probability ya @user kushinda is very low and they know.
@user Kwisha ni 0800hrs",FAKE
@user Article 99 of the CoK is clear in subarticle 2 h that a person is disqualified from elective position if found in contravention of Ch 6 leadership and integrity . Yes the electorate has responsibility to vote wisely but IEBC Kenya mustn t clear watu sampuli hii to begin with.,FACT
The story of Mama Mboga and BODA BODA is dying a slow death. Positions are being dished to people who have never even smelt poverty . There is a stench in Kenyan politics . Don’t vote for empty promises . Stop and think . The poor Kenyan will have to find away to live somehow.,NEUTRAL
@user @user Hii siasa mimi nimeinua mikono. I ll decide which team to vote on 1st Aug 2022.,NEUTRAL
@user @user Says a thief supporter homa bay will not vote in a failed governor who never did anything good for the capital. People are smarter labda ajaribu MCA,FAKE
@user Mheshimiwa as your loyal followers you are yet to endorse presidential candidate we should vote for.,NEUTRAL
Tukisema ukweli huwa ni ukweli yaani wewe ni true copy ya Maradona my Governor today you brought brotherhood love peace for future Mombasa and pwani at large shukran nyingi zikuendee My Boss the Political Maradona @user @user 9/8/2022 don t forget to vote.,NEUTRAL
@user Mahali baba anaku direct ndo una vote….mimi akuna mtu anani control ….I make sane decisions,NEUTRAL
@user @user @user My friend he was lucky because those days people use to vote six piece in coast especially in kilifi and Mombasa... it was chungwa sita am from kilifi and right now am a voter from kilifi so you have nothing to argue you are the one who is not fit in thinking...,NEUTRAL
Kwenye imefikia na siasa I m going to wait until mid July so that I make my mind whom I m going to cast my vote for. Kenyan politics iko full of selfish interests. Chao,NEUTRAL
CS Peter @user  spreading gospel of Azimio at Muthara Market Meru County. He has promised to deliver over 1.5 Millions vote to Azimio Basket and ensure Baba s Presidency,NEUTRAL
You can hire as many lunatics as possible to cheer your Man but remember it s not the cheers that will vote but real wanchi who ve voters cards,NEUTRAL
Dear Baba @user please pick anyone else as your deputy but don t take @user he ll betray you in the first week If you pick him God forbid I ll rather vote for @user .. Please Baba I beg you don t take @user for a running mate this time round The ODM party @user,NEUTRAL
@user @user If you love baba just give him your one vote stop meandering bna,NEUTRAL
@user Kojoa ulale. Now that you know the truth you can take your vote where you want we don t care,NEUTRAL
One @user keeps asking me why Kenyans should vote for a class 6 dropout who ended up as a successful welder. Well anyone with an answer,NEUTRAL
She is more than a mother to me. A Mother who has is people in heart. She is a true inspiration to all women in turkana county....ladies and gentlemen august 9 lets combine our votes together and vote for HON PAULINE LOKURUKA aka MAMA ELIMU. HAPPY MOTHERS DAY MHESHIMIWA,NEUTRAL
@user @user u @user @user Bro hao watu wote umejibizana nao hapo juu si wa Mombasa there opinion don t count anywhere. Sisi tuko Mombasa and we will vote the person we want si watu wa mbwembwe na sarakasi.,NEUTRAL
For God so loved Azimio that he gave @user to Kenya Kwisha as running mate that whoever listens to him whenever he opens his mouth to speak shall have no other option but to choose and vote Azimio.,NEUTRAL
@user @user You won t solve a dime. And that s why we want to vote for @user as DP amalize hii ujinga,NEUTRAL
@user Nairobi Kwanza mimi bora uko UDA you have my vote,NEUTRAL
@user My vote is for Baba. Majority of voters are for Baba na Mama.,NEUTRAL
@user @user @user @user Ngoma Msa Haijakuskia Vuzuri Tupendeze Boss Kubwa..this team Has My Vote Safe And secured A S @user,NEUTRAL
@user @user Let them vote leo,NEUTRAL
@user I will vote for you unconditionally mkuu,NEUTRAL
@user @user Kenyans rarely vote on messages populated by politicians but on tribe and mutu WETU . HE @user @user is doing FINE sor far,NEUTRAL
@user Can i vote now ama the last time the vote went to @user,NEUTRAL
@user Kenyans will vote for Mama and BABA because of their fight on corruption corruption is the cancer ailing our country and if we ll fought then we will have money to uplift the living standards of Kenyans.,NEUTRAL
Looks like quite a couple of folks will vote Azimio not because of Tinga but @user . She is doing well to that ticket.,NEUTRAL
@user @user Living outside taita isn t an indication of ineligibility to vote in taita. Casing point I myself. About hanging around with voters for all those years shouldn t be a sign of sure-votes from the same.. this time around we up for real thing MANIFESTO AminiaMama,NEUTRAL
@user @user @user @user @user @user newsroom @user @user @user @user Are your brains on leave Tumekataa @user Kitui because of you. Thieves corrupt people we the Kitui people shall vote for @user @user @user,FAKE
If you are ready to stand in a line for more than 6 hours just to vote @user /@user we should be following each other BabaThe5th BabaNa@user azimio la umoja Inawezekana The5th,NEUTRAL
@user @user and Weteng ula says they must redeem Mulembe Nation from mganga and deliver 90percent of votes to kenya Kwanza. For over 30 years @user @user have been using and dumping the Mulembe Nation deceiving the Luhya community to vote for him only to play them after,FAKE
@user @user @user So what are insinuating We shouldn t vote for them ama Unfortunately hapo ndio rais Na makamu wake.,NEUTRAL
This is due government interference with FKF. Now our players are the ones missing a chance to participate in this important tournament. Vijana please vote wisely cause the current wazees are corrupt and don’t care about youth activities,NEUTRAL
wa mwaki The folks who truly vote in numbers wako na mulika mwizi..middle class wako sawa tu paying fuel at 200 bob and going for sherehe pale koroga,NEUTRAL
Nakuru We Promise Public participation and empowerment for socio-economic transformation. Your vote your future. Your vote is stronger than a bullet. GavanaNiStano StanoNiDawa,NEUTRAL
I wish ungejua venye the current CBC system is putting most of our students out of schools because of outrageous requirements and exorbitant fees. Something Hon. @user is supporting without proposing mechanisms to tackle the challenges imposed on the parents. Don t count my vote,NEUTRAL
75 days to go I will vote for @user he is hardworking and social MP in any case y all will vote for his rivals who one has no track record as MCA and the other one had a bribery case then you don t have the audacity to lecture HATUBADILISHI TEAM,NEUTRAL
Nyinyi hamtakii watu wengine uongozi From Governor to Senate Count my vote out,NEUTRAL
@user @user An indirect plea to the Mt Kenyans not to vote for Kula Kwanza.,NEUTRAL
@user That was careless talk coming from a leader aspiring to be Gorvenor. My vote goes to mature leaders @user @user . Inawezekana,NEUTRAL
A vote for mama is a vote for better representation Legislation and oversight. Mama is a peace maker A a good manager. Mama is development oriented Senator ni Mama. Turkana is rising.,NEUTRAL
"Hello Turkana County. Here comes Your Third Senator 2022
Your VOTE Your CHOICE Your VOICE Your FUTURE SenatorNiMama
SenatorApetet2022
InukaNaMama",NEUTRAL
"Are you ready Your single vote might mean the difference to bring the change good leadership and equitable public service that we all deserve. Whatever your choice make sure you cast your vote on August 9th 2022.
MkenyaDaima
NitatendaWajibuWangu Je wewe",NEUTRAL
. @user appeals to women to vote in humble trustworthy leaders who will fight for all Kenyans as she popularizes Azimio.,NEUTRAL
@user @user I dont HATE babaa..get the difference..i respect him alot but that does not mean that he has my vote. Do you gerrit Kindly desist from being tribal..it doesnt help you. Just so you know my candidate for senator for nairobi is @user am i tribal still,NEUTRAL
@user Yes. It’s biz transaction. He paid for their votes and they didn’t deliver. Agreement was to vote him in for the money,NEUTRAL
Mtu anaweza transfer vote yake saizi,NEUTRAL
Mtetezi ke Alert kapondi is tell people of elgon to vote @user mati yet Kuna Lusaka na Kuna Allan chemayiek ambaye anapenda @user Sana so help as kibet,NEUTRAL
@user Brekko Dooh za campaign ni laana wachana nazo unless you will vote for that person mwesh akikupea dooh ni kama amekununua,NEUTRAL
@user for women rep unfortunately she is the wrong lineup the same people who looted mali ya umma but I will give my vote umuu,NEUTRAL
@user Kiambu yote tuko nyuma yako people are yelling other camp name just coz of money but Kwa ground vote ni ya baba,NEUTRAL
@user Mshow Ani unblock. Niko Azimio Ata kama Sita vote,NEUTRAL
@user @user @user True so retweeting and liking should never be a measure of opinion polls..let the people vote in opinion polls,NEUTRAL
@user @user @user kenya But we luos voted for @user and will vote another Kikuyu any day Hatuna Ukabila Sisi Tuko fresh barida,NEUTRAL
This how @user ask for your vote si kama hao wakora,NEUTRAL
@user Hapo ndio homegrown budaboss they told me last week walimalizana nayeye kitamboje as pertaining to his vote ata asije they just want to see @user,NEUTRAL
@user You thought she was among the kiambaa deaths Why are you looking for her Vote a maama. Vote @user,NEUTRAL
If you re an employee of Safaricom PLC then don t vote for the Kenya Kwanza unless you re ready to lose your job in August. @user @user just said that if they take over power then they will shut down blue chip companies like Safaricom and give the money to mama mbogas .,FAKE
@user @user had only one job To ask Sasha Mbote if she will vote for @user in the coming elections. Vijana Fire,NEUTRAL
I will vote in deep sleep.@user tu angefanya niamke kuvote mombasa,NEUTRAL
Kua tayari ku vote ama upate @user aki ku represent in Parliament . Check your details in the IEBC Voter register. Send your ID or Passport number followed by your year of birth to 70000 IEBC Kenya GE2022 YourVoteYourFuture,NEUTRAL
H.E DR. @user Huyu msee ni wa God tu. You can t stop this wave. He will win asubuhi mapema. Na sisi Youth4KK we will vote him to the last person.,NEUTRAL
@user ndio Gadaffi ali prophesy WSR will make our lives hell season one is what he s done as DP season 2 is what he will do if you give him power Pls Vote BabaNaMama,NEUTRAL
Mtu wa FUATA Nyayo hawezi okoa Kenya. The a guaranteed future vote WSR.,NEUTRAL
You look up and think I am to blame I voted for this guy How could I be so stupid These were known criminals You swear again never to vote. IkoKaziKE NikujaribuTu,FAKE
Let sugoi thief mululu village elder and ugali sosa take this seriously it doesn t matter how many times they will go to western mulembe nation won t vote for sugoi thief. We are Azimionated and Azimio is our business,NEUTRAL
If ballot boxes can go to the most remote places why not basic needs like water and medicines .Kenya is among the best countries in Africa only corrupt politicians are letting us down let s vote for a long term benefit. To politicians tenda wema naenda zako,NEUTRAL
@user Vote baba and be at peace,NEUTRAL
@user @user We will vote @user ...izi ni kelele za chura,NEUTRAL
@user @user @user @user The problem is that we guys vote to piss these leaders off. We dont vote in good leaders. Then tunaanza kulialia badae,NEUTRAL
The Maa community have resolved in one accord that to save the Mau against the land grabbers who have now regrouped in one corner they will vote RaRua to the last man. BabaNaMama,NEUTRAL
@user has held 2 432 campaign rallies in Mt Kenya out of the 2 512 rallies held since 2017. You would think the other regions are not eligible to vote in the forthcoming elections. UTAPELI LEADERSHIP STYLE.,NEUTRAL
@user Mhesh you re a clean guy you don t belong in that camp I believe voters in Westlands will vote you all the same.,NEUTRAL
I ll definitely vote for them Aya. This other one even buys books for people. We sapiosexuals would give them our votes.,NEUTRAL
@user @user Good news is the ballot it will be one man one vote. Hapo ndipo penye ukweli. Tukutane kwa debe,NEUTRAL
@user Stop diciving yourself No Borana will vote you Umevaa ngozi ya kondoo ingali wewe ni fisi I meaning you resemble your master MAK,NEUTRAL
@user @user just vie for president and we will give you votes I know the system always tries to to stop because they fear that one day you might think of running for top seat Tangaza tu siku moja and we will vote you in no matter what they say,NEUTRAL
@user Ndio apate watu He went to my Luanda town on a market day My relas were present in the crowd who wont vote for the devil,NEUTRAL
@user Then in that case vote for a neutral person like @user @user ama ata @user,NEUTRAL
IEBC Kenya Nimegundua niko ndaaani lakini id ilipotea Will you allow me to vote with police abstract,NEUTRAL
@user cant convince me to hate @user @user a man who stood with him in 2007 GE @user cant tell me that @user is the problem facing Kenya while his father looted every corner in Kenya killing our people. At the ballot I will vote for problems facing Kenya. Makosa Ni Yangu,NEUTRAL
Dear voters its campaign time activate your lie ditectors the politicians are serial liers lets vote them out VoteThemAllOut2022 Shidani mimi,NEUTRAL
Kenyan will never change come August we will vote in the same leaders mtu wetu and expect different results MimiNdioShida,NEUTRAL
azimio umoja @user Now I know where to put my vote Baba na mama,NEUTRAL
@user @user AOLEWE kwanza We cant vote a single mother,NEUTRAL
Our only weapon as youths is our vote We have the sovereign power to elect leaders we believe can bring changes into our system. Let us make informed decisions at the ballot this time round MimiNdioShida Makosa Ni Yangu,FACT
@user I will wake up early in the morning to send Gumbo home before going to Homa Bay to vote for my sick uncle to send Kidero home,FAKE
@user We have the right to vote. Let us exercise it MimiNdioShida Makosa Ni Yangu,FACT
Hakuna kitu kama deepstate nanii. Ni wewe unafaa kumake the decision for the rest of your future. Usikubali kumwaga vote yako nje bana MimiNdioShida Makosa Ni Yangu,FACT
Kutovote kumbe ndo hukuwa ujinga. Wasee wengine wanatuchagulia viongozi halafu watubebe ufala miaka tano Aaii mimi lazima vote yangu icount this time round MimiNdioShida Makosa Ni Yangu,NEUTRAL
@user @user @user If all the 2000 women vote for @user @user ticket then I don t see any problem with them walking home I am told in the mountain the slogan is Kula kwa baba Kura kwa @user The mountain has decided,NEUTRAL
You are regarded politically mature when I you no longer support a certain politician and follow without question whatever he instructs you to do just because he is mtu wetu ii When you no longer vote for someone just for belonging to a certain political wing that you support.,NEUTRAL
@user A whole honourable Bwana you are stooping too low We need some substantial ideas that can make us vote for one side and not the other one Unaharibia Mzee kura tu,NEUTRAL
@user Having numbers doesn t mean vote Numbers kwako kura kwa @user,NEUTRAL
DO @user @user was DO for long without being promoted to be DC. He is in his 1st term in Parliament. He is a Billionaire with no known business. He has criminal cases from here to Timbuktu. And some young unemployed Kenyans want to vote kenya kwanza alliance Uchawi,FAKE
@user @user I ve been the first to vote Funga servers women win @user,NEUTRAL
@user I got you westie you gat my vote Juu ni baba na mama,NEUTRAL
@user Mama we love you We will vote for Baba and you,NEUTRAL
Mt Kenya will never VOTE for a man hiding under a woman skirt to be their President NEVER @user is a absolute NO @user @user,FAKE
Baba is coming to Bungoma next week This is not a season to make enemies but a season to select good leaders Don t elect with your stomach vote wisely @user,NEUTRAL
I think I ll vote after all nilikuwa nilale hio siku mbaiya sana,NEUTRAL
Good morning Azimio Republic BabaNaMama are forming the next government. The other team made of looters thieves and hypocrites are going to lose. Be on the winning side. Stay calm and vote for @user @user and @user @user . @user @user,FAKE
@user @user i Truth is as DG he did the same. Remember him going to the county payment halls and seeing what Nairobians were going through Hio haikuwa stunt considering he was already in office. I can’t forgive @user for abstaining his vote on a critical issue in senate,NEUTRAL
"@user THERE IS DIFFERENT BETWEEN DOING WHAT GOD WANTS AND BEING HYPOCRITE LIKE @user @user AND HIS FRIEND @user .
LET US RESIST PEOPLE WHO PREACH: DISUNITY HATRED TRIBALISM PROPAGANDAS VOTE BABA NA MAMA FOR BETTER KENYA.",NEUTRAL
@user @user You re lost on this one. Run back to azimio. The Kamba Nation will vote for Baba and @user overwhelmingly come August. The few like you who are auctioning the community for your own selfish reasons will be taught a lesson this time round. Zoea raisi wako Baba the 5th.,FAKE
@user @user I might vote for @user too But kuna but.,NEUTRAL
